customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
SYN-00168,Female,0,No,Yes,66,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,One year,No,Mailed check,37.51,2512.31,No
SYN-00169,Male,0,Yes,Yes,22,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),31.67,678.06,Yes
SYN-00170,Male,1,No,No,40,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,One year,No,Electronic check,43.01,1688.05,No
SYN-00171,Female,1,Yes,Yes,71,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,59.32,4179.79,No
SYN-00172,Female,0,Yes,No,27,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),53.47,1420.82,No
SYN-00173,Male,1,Yes,Yes,65,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),104.4,6781.4,Yes
SYN-00174,Male,0,No,No,56,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,26.44,1498.88,No
SYN-00175,Male,1,No,No,6,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),85.46,506.91,Yes
SYN-00176,Female,0,Yes,Yes,28,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),98.92,2775.38,Yes
SYN-00177,Female,1,Yes,Yes,63,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Electronic check,38.3,2459.71,No
SYN-00178,Female,1,Yes,Yes,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),28.96,2061.51,No
SYN-00179,Female,0,Yes,No,25,Yes,No,DSL,No,No,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),26.15,621.36,No
SYN-00180,Male,0,Yes,Yes,1,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,31.59,8.56,Yes
SYN-00181,Male,1,No,Yes,13,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Bank transfer (automatic),108.37,1387.14,No
SYN-00182,Female,0,No,No,29,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,50.37,1467.77,Yes
SYN-00183,Male,0,No,Yes,0,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,95.23,28.84,Yes
SYN-00184,Male,1,Yes,Yes,30,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),108.34,3215.82,Yes
SYN-00185,Male,0,Yes,No,14,Yes,No,DSL,No,Yes,Yes,No,No,No,Two year,No,Credit card (automatic),48.38,697.41,No
SYN-00186,Male,0,Yes,No,53,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,31.15,1635.8,Yes
SYN-00187,Male,1,No,Yes,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.61,1208.5,Yes
SYN-00188,Female,1,No,Yes,28,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,One year,Yes,Bank transfer (automatic),20.36,546.47,No
SYN-00189,Male,0,Yes,No,35,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,72.23,2478.79,Yes
SYN-00190,Male,0,Yes,Yes,42,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),21.54,923.67,No
SYN-00191,Female,0,Yes,Yes,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,26.73,1857.64,No
SYN-00192,Female,0,No,Yes,38,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),49.17,1897.08,Yes
SYN-00193,Male,1,Yes,Yes,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,27.49,620.53,No
SYN-00194,Female,1,No,No,8,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),53.47,442.26,Yes
SYN-00195,Female,0,No,No,5,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),105.85,487.63,No
SYN-00196,Female,0,No,Yes,3,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,No,Bank transfer (automatic),39.86,124.48,Yes
SYN-00197,Female,0,Yes,No,16,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,85.65,1379.87,Yes
SYN-00198,Female,0,No,Yes,61,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),90.68,5543.51,No
SYN-00199,Female,1,Yes,No,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),29.34,1469.03,No
SYN-00200,Male,0,No,No,26,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,22.88,579.98,Yes
SYN-00201,Female,1,No,No,41,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),94.08,3837.23,Yes
SYN-00202,Female,0,No,Yes,60,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Electronic check,38.82,2321.77,No
SYN-00203,Male,1,Yes,Yes,62,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,40.2,2491.68,Yes
SYN-00204,Female,0,Yes,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),21.56,209.47,Yes
SYN-00205,Male,0,Yes,No,12,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,67.2,764.6,No
SYN-00206,Male,0,No,No,39,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,21.81,814.17,Yes
SYN-00207,Male,0,No,No,28,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Mailed check,22.3,613.82,Yes
SYN-00208,Female,1,No,Yes,25,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),95.76,2370.02,No
SYN-00209,Male,0,No,No,2,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,No,Mailed check,74.65,106.94,No
SYN-00210,Male,0,No,Yes,51,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),29.72,1478.76,No
SYN-00211,Female,0,No,Yes,30,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Mailed check,103.91,3138.68,No
SYN-00212,Female,0,No,Yes,5,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,25.65,94.28,Yes
SYN-00213,Male,1,No,No,28,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,37.94,1067.15,No
SYN-00214,Female,0,Yes,Yes,45,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,80.87,3668.77,Yes
SYN-00215,Female,0,Yes,Yes,42,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,47.23,1955.95,Yes
SYN-00216,Female,1,No,Yes,23,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Electronic check,65.23,1520.36,No
SYN-00217,Female,1,Yes,Yes,30,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),86.07,2564.08,No
SYN-00218,Male,1,No,Yes,13,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,77.06,1014.96,Yes
SYN-00219,Female,1,Yes,Yes,43,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),51.22,2179.29,No
SYN-00220,Female,0,No,Yes,29,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),63.2,1788.78,No
SYN-00221,Male,0,No,Yes,11,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),72.98,846.4,Yes
SYN-00222,Female,1,Yes,Yes,30,Yes,Yes,DSL,No,No,Yes,No,Yes,No,One year,Yes,Mailed check,22.99,690.75,No
SYN-00223,Female,0,Yes,Yes,56,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,100.81,5692.92,Yes
SYN-00224,Male,0,No,No,24,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,114.21,2767.54,Yes
SYN-00225,Male,0,Yes,Yes,30,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,One year,No,Mailed check,85.7,2565.57,No
SYN-00226,Female,1,No,Yes,70,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),105.27,7361.51,Yes
SYN-00227,Male,1,Yes,Yes,47,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),97.32,4609.11,No
SYN-00228,Male,0,No,No,28,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Two year,No,Mailed check,40.79,1173.54,No
SYN-00229,Male,0,No,No,28,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),25.31,739.04,Yes
SYN-00230,Male,1,No,No,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,30.32,1137.2,No
SYN-00231,Male,0,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),32.62,543.65,No
SYN-00232,Male,1,Yes,Yes,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.26,545.91,Yes
SYN-00233,Male,1,Yes,Yes,22,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,No,Mailed check,96.01,2084.06,No
SYN-00234,Male,1,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),33.7,212.39,Yes
SYN-00235,Male,0,Yes,Yes,65,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,43.65,2867.43,Yes
SYN-00236,Female,0,No,No,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),24.0,1475.31,No
SYN-00237,Female,0,No,Yes,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,31.5,661.16,No
SYN-00238,Male,0,Yes,Yes,11,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,One year,No,Mailed check,80.6,929.26,Yes
SYN-00239,Female,1,No,Yes,19,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),61.43,1164.78,No
SYN-00240,Male,0,Yes,No,7,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),110.62,809.53,No
SYN-00241,Male,1,No,No,13,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Mailed check,86.65,1155.38,No
SYN-00242,Female,0,Yes,No,63,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,113.36,7146.63,No
SYN-00243,Male,0,No,No,67,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Two year,Yes,Mailed check,24.99,1643.05,No
SYN-00244,Male,1,No,No,52,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),74.99,3850.48,No
SYN-00245,Female,0,No,No,60,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,51.32,3044.78,Yes
SYN-00246,Female,0,No,Yes,66,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,53.88,3526.9,No
SYN-00247,Male,0,Yes,No,2,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),64.9,106.42,Yes
SYN-00248,Female,1,No,Yes,61,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),86.43,5246.75,No
SYN-00249,Male,0,No,No,35,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),32.65,1147.81,Yes
SYN-00250,Female,1,No,No,20,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,26.49,507.43,Yes
SYN-00251,Male,1,Yes,No,48,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),75.74,3600.93,Yes
SYN-00252,Female,1,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,22.96,77.4,No
SYN-00253,Male,0,No,No,48,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,33.86,1640.38,Yes
SYN-00254,Male,1,Yes,Yes,32,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),52.29,1662.13,Yes
SYN-00255,Female,1,No,No,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,24.33,102.89,Yes
SYN-00256,Male,1,No,No,55,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),96.69,5367.48,Yes
SYN-00257,Male,1,Yes,Yes,12,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,70.59,884.04,Yes
SYN-00258,Male,1,No,Yes,9,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,70.51,660.64,No
SYN-00259,Male,1,Yes,Yes,70,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,76.67,5366.52,Yes
SYN-00260,Male,1,Yes,Yes,52,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),65.81,3444.33,Yes
SYN-00261,Female,1,No,No,3,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,23.55,48.87,Yes
SYN-00262,Male,1,Yes,Yes,68,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,52.59,3526.42,Yes
SYN-00263,Female,0,Yes,No,54,Yes,No,DSL,No,Yes,No,No,Yes,Yes,One year,No,Bank transfer (automatic),98.84,5355.52,No
SYN-00264,Male,1,Yes,No,37,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,No,Mailed check,69.2,2511.27,No
SYN-00265,Male,0,No,Yes,61,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),26.23,1642.7,No
SYN-00266,Male,0,Yes,Yes,69,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),29.54,2004.91,No
SYN-00267,Male,0,Yes,Yes,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,34.47,1920.78,Yes
SYN-00268,Female,0,Yes,Yes,68,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Electronic check,23.93,1672.21,No
SYN-00269,Male,0,Yes,No,8,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),78.53,671.99,Yes
SYN-00270,Male,0,No,No,45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),30.42,1413.98,No
SYN-00271,Female,0,No,Yes,45,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,36.61,1603.43,No
SYN-00272,Female,0,No,Yes,45,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),103.37,4653.21,No
SYN-00273,Male,0,Yes,No,30,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,77.59,2295.28,No
SYN-00274,Male,0,No,No,47,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),95.44,4514.78,Yes
SYN-00275,Female,0,No,No,15,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),55.27,831.41,No
SYN-00276,Male,1,Yes,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),31.53,770.06,No
SYN-00277,Female,0,Yes,Yes,23,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Two year,Yes,Mailed check,23.78,518.47,No
SYN-00278,Male,1,No,No,63,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),66.0,4197.32,No
SYN-00279,Male,0,No,Yes,6,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,112.56,721.34,Yes
SYN-00280,Male,0,No,No,10,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,44.82,494.95,Yes
SYN-00281,Female,0,Yes,No,32,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,62.17,2033.64,Yes
SYN-00282,Male,0,No,No,61,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,One year,No,Bank transfer (automatic),101.53,6215.76,No
SYN-00283,Female,1,Yes,Yes,17,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),32.85,564.5,No
SYN-00284,Male,0,No,No,35,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,102.67,3629.6,Yes
SYN-00285,Female,0,No,No,49,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Bank transfer (automatic),63.56,3138.58,No
SYN-00286,Male,1,Yes,No,40,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),27.49,1057.98,Yes
SYN-00287,Female,1,Yes,No,40,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,One year,No,Mailed check,110.14,4368.16,No
SYN-00288,Female,0,No,No,36,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),31.51,1101.2,No
SYN-00289,Male,1,No,Yes,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),21.16,753.75,No
SYN-00290,Female,0,Yes,Yes,43,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,28.08,1204.4,No
SYN-00291,Female,0,No,No,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),24.63,1537.2,No
SYN-00292,Male,1,Yes,Yes,37,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),99.53,3635.85,No
SYN-00293,Male,0,Yes,No,14,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),69.56,931.99,No
SYN-00294,Female,1,No,No,61,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,33.62,2098.93,Yes
SYN-00295,Female,0,Yes,Yes,36,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.99,911.12,No
SYN-00296,Male,1,Yes,Yes,32,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,84.49,2675.61,Yes
SYN-00297,Male,1,No,No,51,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,50.56,2533.77,No
SYN-00298,Female,0,No,No,67,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),36.95,2430.53,Yes
SYN-00299,Male,0,No,No,24,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),104.97,2562.75,Yes
SYN-00300,Male,0,Yes,No,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),26.34,1166.07,No
SYN-00301,Male,0,Yes,No,63,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,81.9,5171.52,Yes
SYN-00302,Female,1,Yes,No,68,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,24.92,1710.58,No
SYN-00303,Female,0,No,Yes,24,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),73.79,1748.98,No
SYN-00304,Female,0,Yes,Yes,54,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,109.44,5878.4,Yes
SYN-00305,Female,0,Yes,Yes,72,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,83.03,5942.93,Yes
SYN-00306,Female,0,Yes,No,67,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),46.42,3114.03,Yes
SYN-00307,Female,0,No,Yes,38,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Credit card (automatic),48.15,1846.79,No
SYN-00308,Female,1,No,Yes,51,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,96.15,4939.88,Yes
SYN-00309,Female,0,Yes,No,0,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,103.52,0.0,Yes
SYN-00310,Male,0,No,Yes,24,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),35.51,858.7,No
SYN-00311,Male,1,Yes,No,32,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,Yes,Mailed check,112.27,3603.42,No
SYN-00312,Female,0,No,No,48,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,One year,No,Mailed check,34.07,1590.14,No
SYN-00313,Male,0,No,No,54,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,21.66,1182.42,No
SYN-00314,Female,1,Yes,Yes,14,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,79.89,1089.37,No
SYN-00315,Female,0,No,Yes,52,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,55.52,2843.93,No
SYN-00316,Male,0,No,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,33.06,31.02,Yes
SYN-00317,Female,1,No,No,49,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),43.53,2092.13,No
SYN-00318,Female,1,Yes,No,6,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,One year,No,Bank transfer (automatic),91.46,498.82,Yes
SYN-00319,Female,0,No,Yes,5,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,71.11,354.17,Yes
SYN-00320,Female,0,No,Yes,11,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),50.61,592.46,Yes
SYN-00321,Female,1,No,No,16,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,110.8,1742.3,Yes
SYN-00322,Male,0,Yes,No,53,Yes,Yes,DSL,No,No,No,No,Yes,No,Two year,Yes,Mailed check,42.48,2282.11,No
SYN-00323,Female,1,Yes,No,14,Yes,Yes,DSL,No,No,No,Yes,No,No,One year,Yes,Bank transfer (automatic),49.25,654.62,No
SYN-00324,Male,0,No,No,60,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,One year,No,Electronic check,60.38,3646.59,No
SYN-00325,Male,0,Yes,Yes,16,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,One year,No,Mailed check,112.53,1770.41,No
SYN-00326,Female,0,Yes,No,39,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,64.33,2514.15,Yes
SYN-00327,Female,0,Yes,Yes,66,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,89.59,5874.83,No
SYN-00328,Female,0,No,No,41,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Credit card (automatic),91.63,3740.32,No
SYN-00329,Male,1,Yes,No,39,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,No,Mailed check,41.09,1630.8,No
SYN-00330,Female,0,Yes,Yes,9,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,24.83,197.97,No
SYN-00331,Female,1,No,No,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,22.21,903.94,No
SYN-00332,Male,0,Yes,Yes,67,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,No,Mailed check,59.81,4026.42,No
SYN-00333,Male,1,Yes,No,45,Yes,Yes,DSL,No,No,Yes,No,No,No,One year,No,Bank transfer (automatic),58.42,2643.43,No
SYN-00334,Female,0,Yes,No,71,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),56.26,3954.71,No
SYN-00335,Female,1,No,No,57,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Mailed check,102.83,5828.45,Yes
SYN-00336,Male,1,Yes,No,68,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),20.44,1415.96,Yes
SYN-00337,Male,1,No,Yes,66,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),21.16,1420.98,Yes
SYN-00338,Female,1,Yes,Yes,35,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),38.98,1332.62,Yes
SYN-00339,Male,1,Yes,No,16,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),67.52,1109.01,Yes
